event_date,year,event_type,sub_event_type,actor1,actor2,interaction,admin1,admin2,location,latitude,longitude,fatalities,civilian_targeting,notes,month
2024-07-25,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Turbat,26.0001,63.0527,0,Civilian targeting,"On 25 July 2024, militants (coded as Baloch Separatists) detonated an explosive near the Mir Isa National Park in Turbat area (Kech, Balochistan), where a district government cultural and literary festival was taking place. One man was wounded in the explosion. No fatalities.",2024-07
2024-07-25,2024,Battles,Armed clash,BRAS: Baloch Raaji Ajoi e Sangar,Militia (Pro-Government),Rebel group-Political militia,Balochistan,Panjgur,Panjgur,26.9817,64.1166,3,,"On 25 July 2024, BRAS militants attacked state-backed 'death squad' (coded as pro-government militia) personnel in Kalhoor area of Panjgur district (Panjgur, Balochistan). Militants surrounded militiamen, after which gunfight ensued. BRAS claim three personnel were killed and five others were wounded. Military gunship helicopters later arrived to reinforce the militia, firing shells at various locations. 3 fatalities and 5 injuries.",2024-07
2024-07-24,2024,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Teertaj,26.0819,64.9392,0,,"On 24 July 2024, BLF militants fired two rockets targeting a military camp in Teertaj area (Awaran, Balochistan). BLF claim military personnel suffered an imprecise number of casualties. Casualties unknown.",2024-07
2024-07-23,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kharan,Kharan,28.5833,65.4167,1,,"On 23 July 2024, BLF militants opened fire on military personnel at a check post in Albat area of Kharan district (Kharan, Balochistan). BLF claim one military personnel was killed and two others were wounded. 1 injured and 2 fatalities coded to FP 2.",2024-07
2024-07-23,2024,Violence against civilians,Attack,BLF: Baloch Liberation Front,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Mastung,Khad Koocha,29.6684,66.7797,0,Civilian targeting,"On 23 July 2024, BLF militants attacked trucks carrying minerals in Khad Koocha area (Mastung, Balochistan). The militants fled from the scene. Baloch militants have previously targeted commercial and state-owned machineries and vehicles carrying minerals in the area. Casualties unknown.",2024-07
2024-07-23,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Tump,26.099,62.364,0,Civilian targeting,"On 23 July 2024, militants (coded as Baloch Separatists) detonated an IED targeting a sub-district government administrator in his vehicle near Girls' High School in Tump town (Tump, Balochistan). The vehicle was damaged but the individual remained unhurt during the attack. No fatalities.",2024-07
2024-07-22,2024,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Barkhan,Rakhni,30.0442,69.9257,0,,"On 22 July 2024, BLA militants opened fire on military personnel at a camp in Rakhni area (Barkhani, Balochistan) using automatic weapons. BLA claim at least three military personnel were wounded in the attack. 3 injured and no fatalities.",2024-07
2024-07-22,2024,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Harnai,Harnai,30.1007,67.9382,1,Civilian targeting,"On 22 July 2024, militants (coded as Baloch Separatists) opened fire and lit four trucks carrying coal on fire on Sanjavi Road in Rada Sham area between Harnai and Musa Khel tehsils (coded as Harnai district (Harnai, Balochistan). The militants opened initial fire on the vehicles from a nearby mountain and later set at least two vehicles on fire, killing one driver and wounding two others. Baloch militants have previously targeted commercial and state-owned vehicles carrying minerals in the area. 1 fatality and 3 injured.",2024-07
2024-07-22,2024,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Sami,26.0399,63.4131,4,,"On 22 July 2024, BLA militants attacked a military check post in Sami area (Kech, Balochistan). Militants opened fire on military personnel and set fire to the machinery of a construction company (likely military owned construction company due to location of attack). 1 BLA militant chief was killed, while BLA claim three military personnel were also killed. The remaining militants later fled from the scene. 4 fatalities.",2024-07
2024-07-22,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Kolwa,26.0349,64.2883,1,,"On 22 July 2024, BLF militants opened fire on a convoy of four military motorcycles in Kolwa area (Kech, Balochistan). BLF claim one military personnel was killed and another was wounded. 1 injured and 1 fatality coded to FP 2.",2024-07
2024-07-21,2024,Battles,Armed clash,Baloch Separatists (Pakistan),Militia (Pro-Government),Rebel group-Political militia,Balochistan,Panjgur,Panjgur,26.9817,64.1166,1,,"On 21 July 2024, assailants (coded as Baloch Separatists) shot dead a man suspected to have belonged to a government-backed 'death squad' (coded as pro-government militia) in Panjgur district (Panjgur, Balochistan). 1 fatality.",2024-07
2024-07-21,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Malant,26.1329,62.3273,2,,"On 21 July 2024, BLF militants attacked a military check post in Malant area (Kech, Balochistan) using automatic weapons. Two military personnel were killed and another was wounded. 2 fatalities and 1 injured.",2024-07
2024-07-20,2024,Violence against civilians,Attack,BLF: Baloch Liberation Front,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Shahrak,26.0328,63.3315,0,Civilian targeting,"On 20 July 2024, BLF militants attacked two civilian vehicles carrying minerals from Gwadar to Punjab on CPEC road in Shahrak area (Kech, Balochistan). Militants opened fire on one vehicle and burst its tires, while lit the second vehicle on fire. The vehicle is suspected to have carried minerals belonging to the CPEC project. There were no casualties.",2024-07
2024-07-20,2024,Violence against civilians,Attack,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Turbat,26.0001,63.0527,1,Civilian targeting,"On 20 July 2024, BLA militants shot dead an individual claimed to have been an undercover informant for the ISI intelligence agency (coded as military) in Turbat city (Kech, Balochistan). 1 fatality.",2024-07
2024-07-20,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Panjgur,Panjgur,26.9817,64.1166,2,,"On 20 July 2024, BLF militants attacked a military check post in Kark Dal area of Panjgur district (Panjgur, Balochistan) using a sniper and other assault weapons. BLF shot dead one military personnel with a sniper shot, and killed and wounded another two after opening fire with assault weapons. 2 fatalities and 1 injured.",2024-07
2024-07-19,2024,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Police Forces of Pakistan (2022-) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Buleda,26.3091,63.1537,1,,"On 19 July 2024, BLF militants detonated a roadside IED targeting FC Quick Response Force personnel in a vehicle in Buleda area (Kech, Balochistan). 1 personnel was killed and seven others were wounded in the explosion. 1 fatality and 7 injured.",2024-07
2024-07-19,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-) Counter Terrorism Department,State forces-Rebel group,Balochistan,Pishin,Pishin,30.5802,66.9961,0,,"On 19 July 2024, militants (coded as Baloch Separatists) detonated an IED targeting CTD personnel near the district sessions court in Pishin area (Pishin, Balochistan). 3 CTD personnel and three civilian passengers were wounded in the explosion. Militants are suspected to have targeted the CTD Station House Officer who remained unhurt in the explosion. 6 injured and no fatalities.",2024-07
2024-07-18,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Kolwa,26.0349,64.2883,1,,"On 18 July 2024, BLF militants opened fire on two military personnel on a civilian motorcycle in Kolwa area (Kech, Balochistan) when personnel were on their way to purchase provisions. Military personnel are suspected to use civilian motorcycle to avoid attacks from Baloch militant groups. BLF claim one military personnel was killed. Fatalities coded to 1 with FP 2.",2024-07
2024-07-15,2024,Violence against civilians,Attack,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Zamuran,26.4211,62.8977,0,Civilian targeting,"On 15 July 2024, BLA militants opened fire and destroyed water supply machinery and solar systems installed by military forces near a military camp in Archan Kor area of Zamuran tehsil (Kech, Balochistan). There were no fatalities.",2024-07
2024-07-14,2024,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Mastung,Mastung,29.7945,66.7206,0,,"On 14 July 2024, militants (coded as Baloch Separatists) hurled a hand grenade targeting police personnel at a police check post near Major Chowk in Mastung town (Mastung, Balochistan). Police claim there were no fatalities.",2024-07
2024-07-13,2024,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,1,,"On 13 July 2024, BLA militants detonated a roadside 4 kilogram IED targeting an FC patrol vehicle in Akhtarabad area near the Western Bypass in Quetta city (Quetta, Balochistan). 1 FC personnel was killed and another was wounded in the explosion. 1 fatality and 1 injured.",2024-07
2024-07-13,2024,Violence against civilians,Attack,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kachhi,Mach,29.8683,67.3224,1,Civilian targeting,"On 13 July 2024, BLA militants shot dead a Baloch person suspected of being a military informant in Geshtri area of Mach tehsil (Kachhi, Balochistan). The individual was on parole and is claimed to have provided human intelligence and aid military forces in enforced disappearances in the area. BLA claim the Baloch individual conducted an act of 'treason' by aiding military forces. 1 fatality.",2024-07
2024-07-12,2024,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Police Forces of Pakistan (2022-) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 12 July 2024, BLF militants hurled hand grenades toward an FC check post near Dikki Bazaar in Absar area of Turbat city (Kech, Balochistan). Two FC personnel were wounded in the attack. 2 injured and no fatalities.",2024-07
2024-07-11,2024,Violence against civilians,Attack,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Turbat,26.0001,63.0527,0,Civilian targeting,"On 11 July 2024, BLA militants on motorcycle opened fire and wounded a tehsil administrative official on Airport Road in Turbat city (Kech, Balochistan) when the individual was out on a walk. The assailants fled from the scene. 1 injured and no fatalities.",2024-07
2024-07-10,2024,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Loralai,Duki,30.1531,68.5732,0,Civilian targeting,"On 10 July 2024, BLA militants detonated an IED targeting a government vehicle supplying goods to a coal mine near Takeddar river in Duki area (Loralai, Balochistan), injuring two passengers. 2 wounded and no fatalities.",2024-07
2024-07-10,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Khuzdar,Mishk,28.4278,66.8452,2,,"On 10 July 2024, BLF militants opened fire encircling a military camp from two sides in Mishk area (Khuzdar, Balochistan) using rocket launchers and assault weapons. BLF claimed that two military personnel were killed and several others were wounded.",2024-07
